epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.4090909090909091,0.7272727272727273,0.7272727272727273,0.7727272727272727,0.4090909090909091,0.4090909090909091,0.24242424242424238,0.7272727272727273,0.1454545454545455,0.7272727272727273,0.0772727272727273,0.7727272727272727,0.5424242424242425,0.5991751857741936,0.5514883105400347,0.4090909090909091,0.6818181818181818,0.7272727272727273,0.7272727272727273,0.4090909090909091,0.4090909090909091,0.22727272727272724,0.6818181818181818,0.1454545454545455,0.7272727272727273,0.07272727272727275,0.7272727272727273,0.5416666666666666,0.5888361623799647,0.555633463387474
