epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.4090909090909091,0.5909090909090909,0.7727272727272727,0.7727272727272727,0.4090909090909091,0.4090909090909091,0.19696969696969696,0.5909090909090909,0.1545454545454546,0.7727272727272727,0.0772727272727273,0.7727272727272727,0.5287878787878788,0.5881909313478427,0.5386784511784511,0.36363636363636365,0.5,0.7272727272727273,0.7727272727272727,0.36363636363636365,0.36363636363636365,0.16666666666666669,0.5,0.1454545454545455,0.7272727272727273,0.0772727272727273,0.7727272727272727,0.4852813852813853,0.5547614490911075,0.49678112291748655
